month,month_end,equity,cash,open_mark,cash_pnl,realised_premium_pnl,filter_active_days,trading_days,total_pnl,premium_pnl,total_return
2015-05,2015-05-29,465274.9064551127,465274.9064551127,0.0,5.817357380983743,226.28033222389175,0,20,232.09768960502697,226.28033222404324,0.0004990888693046311
2015-06,2015-06-30,465489.0860117717,465489.0860117717,0.0,5.690924020099604,208.48863263871,1,22,214.17955665901536,208.48863263891576,0.0004603290521099235
2015-07,2015-07-31,465813.8025095049,465813.8025095049,0.0,10.094613688268682,314.6218840449142,2,22,324.7164977331995,314.6218840449308,0.0006975813343236747
2015-08,2015-08-31,465001.4768765151,465001.4768765151,0.0,27.192386875697466,-839.5180198654882,7,21,-812.325632989814,-839.5180198655115,-0.0017438848497264925
2015-09,2015-09-30,465111.2527497712,465111.2527497712,0.0,9.691776853683715,100.08409640264132,6,21,109.77587325614877,100.08409640246505,0.00023607639699024148
2015-10,2015-10-30,465155.6341471425,465155.6341471425,0.0,1.8098970710117215,42.57150030034063,0,22,44.38139737129677,42.57150030028505,9.542103552410473e-05
2015-11,2015-11-30,465159.4704112852,465159.4704112852,0.0,45.75361594540415,-41.91735180274165,0,20,3.8362641426501796,-41.91735180275397,8.247270077001058e-06
2015-12,2015-12-31,465479.40540666314,465479.40540666314,0.0,90.42400613159325,229.5109892464675,1,22,319.93499537796015,229.5109892463669,0.0006877963703395734
2016-01,2016-01-29,465636.456996097,465636.456996097,0.0,89.32117586919362,67.7304135646483,5,19,157.0515894338605,67.73041356466688,0.00033739750375562453
2016-02,2016-02-29,465873.92027314054,465873.92027314054,0.0,124.28439198216103,113.17888506134591,2,20,237.4632770435419,113.17888506138087,0.000509975697726633
2016-03,2016-03-31,466218.68183603225,466218.68183603225,0.0,121.15688490319215,223.60467798866406,0,22,344.76156289171195,223.6046779885198,0.0007400319010980035
2016-04,2016-04-29,466376.9600823594,466376.9600823594,0.0,84.75395421616697,73.5242921109586,0,21,158.27824632712873,73.52429211096175,0.0003394935734960418
2016-05,2016-05-31,466590.2779073573,467246.50812572596,-656.2302183686671,109.34820249880296,273.9696224991258,0,21,213.31782499793917,103.96962249913621,0.00045739357484612556
2016-06,2016-06-30,466999.56176420394,466999.56176420394,0.0,107.24033100407591,132.04352584262554,3,22,409.283856846625,302.04352584254906,0.0008771804219373155
2016-07,2016-07-29,467180.529280965,467180.529280965,0.0,110.99945068922915,69.96806607173579,0,20,180.96751676104032,69.96806607181117,0.0003875111061719024
2016-08,2016-08-31,467571.42069488246,467571.42069488246,0.0,123.69860167931233,267.1928122381991,0,23,390.891413917474,267.19281223816165,0.0008367031359784896
2016-09,2016-09-30,468051.4979002557,468051.4979002557,0.0,115.23915937168553,364.8380460016285,0,21,480.0772053732653,364.83804600157976,0.0010267462554914015
2016-10,2016-10-31,468429.5299967639,468429.5299967639,0.0,127.05525820067282,250.97683830754818,0,21,378.0320965081919,250.97683830751907,0.0008076720151609312
2016-11,2016-11-30,468914.8548364382,468914.8548364382,0.0,170.46915767479845,314.85568199941775,5,21,485.3248396742856,314.85568199948716,0.0010360679858881622
2016-12,2016-12-30,469452.6604887773,469452.6604887773,0.0,196.3998029232055,341.4058494159183,0,21,537.8056523391278,341.4058494159224,0.0011469153659606698
2017-01,2017-01-31,470022.1073508443,470731.4033273132,-709.2959764688959,210.4954635462261,528.9513985205288,0,20,569.4468620669795,358.9513985207534,0.001213001671934486
2017-02,2017-02-28,470451.71592002135,470451.71592002135,0.0,190.52188150424604,69.08668767284178,0,19,429.6085691770422,239.0866876727962,0.0009140177929042906
2017-03,2017-03-31,471071.5273332959,471071.5273332959,0.0,290.36345285237115,329.44796042208316,0,23,619.8114132745541,329.4479604221829,0.0013174814594149008
2017-04,2017-04-28,471680.4341151761,471680.4341151761,0.0,290.5838894608469,318.32289241940197,2,19,608.906781880185,318.32289241933813,0.001292599417602599
2017-05,2017-05-31,472410.77913762134,472410.77913762134,0.0,379.19670473253547,351.1483177127404,0,22,730.3450224452536,351.1483177127181,0.0015483894807197284
2017-06,2017-06-30,473107.24645331455,473107.24645331455,0.0,384.80203346227216,311.6652822309985,0,22,696.4673156932113,311.6652822309391,0.0014742832857552524
2017-07,2017-07-31,473896.1050090185,473896.1050090185,0.0,432.85949894645245,355.999056757453,0,20,788.8585557039478,355.99905675749534,0.0016673990128405084
2017-08,2017-08-31,474629.4554007882,474629.4554007882,0.0,416.8312894960883,316.5191022736398,0,23,733.3503917697235,316.5191022736352,0.0015474919165156832
2017-09,2017-09-29,475409.3115388935,475409.3115388935,0.0,391.83676967395644,388.01936843142227,0,20,779.8561381052714,388.01936843131494,0.0016430841559269486
2017-10,2017-10-31,476044.5186772585,476834.67259883403,-790.1539215755338,452.0650935707934,353.1420447942819,0,22,635.2071383650182,183.14204479422477,0.0013361268341776085
2017-11,2017-11-30,477052.7215182183,477052.7215182183,0.0,485.5519975664619,352.65084339348516,0,21,1008.2028409597697,522.6508433933077,0.0021178751175649937
2017-12,2017-12-29,478084.9647585368,478084.9647585368,0.0,503.25183738912784,528.9914029293253,0,20,1032.243240318494,528.9914029293661,0.002163792792195764
2018-01,2018-01-31,475643.1634388412,476386.14529007225,-742.9818512310834,616.9266679172789,-2891.117928813988,0,21,-2441.8013196956017,-3058.7279876128805,-0.00510746310737646
2018-02,2018-02-28,476050.24020400894,476050.24020400894,0.0,573.7205904840564,-334.2538841151585,11,19,407.07676516775973,-166.64382531629667,0.000855844877964071
2018-03,2018-03-29,476594.7001716547,476789.9585784459,-195.25840679122274,647.7619712700114,0.0,6,21,544.4599676457583,-103.30200362425308,0.0011437027474504218
2018-04,2018-04-30,477556.9934258455,477556.9934258455,0.0,741.0755068604794,117.91574370604079,5,21,962.2932541908231,221.21774733034363,0.0020191018780616626
2018-05,2018-05-31,478391.97396295995,478391.97396295995,0.0,765.7918220883154,69.18871502608351,0,22,834.9805371144321,69.18871502611671,0.0017484416490784506
2018-06,2018-06-29,479165.2739140873,479165.2739140873,0.0,734.4634496943404,38.83650143288976,0,21,773.2999511273229,38.83650143298246,0.0016164567827536265
2018-07,2018-07-31,480329.52943845134,480329.52943845134,0.0,830.776505668295,333.47901869573,0,21,1164.2555243640672,333.4790186957722,0.0024297577219104037
2018-08,2018-08-31,481610.3477696566,481610.3477696566,0.0,841.4487099614272,439.3696212438312,0,23,1280.818331205286,439.3696212438589,0.002666540890589589
2018-09,2018-09-28,483076.24222695484,483076.24222695484,0.0,794.8302844170427,671.0641728812418,0,19,1465.8944572982145,671.0641728811719,0.0030437353850198395
2018-10,2018-10-31,482104.4267967259,482104.4267967259,0.0,991.5913052644435,-1963.4067354933738,12,23,-971.8154302289477,-1963.4067354933911,-0.0020117226749734826
2018-11,2018-11-30,483175.48372037325,483175.48372037325,0.0,936.3806381102535,134.6762855369203,5,21,1071.056923647353,134.6762855370995,0.0022216284773899256
2018-12,2018-12-31,482470.503812665,482470.503812665,0.0,984.5020216324906,-1689.4819293408411,13,19,-704.9799077082425,-1689.4819293407331,-0.0014590556256704314
2019-01,2019-01-31,483270.89976801845,483641.6710105056,-370.7712424871235,988.5594432296966,-49.380001968193966,4,21,800.3959553534514,-188.1634878762452,0.001658953136053746
2019-02,2019-02-28,484412.2175659684,484412.2175659684,0.0,899.6999491734267,102.83436286852864,0,19,1141.317797949945,241.61784877651837,0.0023616522296248436
2019-03,2019-03-29,485320.75281825237,485320.75281825237,0.0,942.8487173000983,-34.31346501619378,0,21,908.5352522839676,-34.31346501613075,0.0018755415725249355
2019-04,2019-04-30,486792.8163567291,486792.8163567291,0.0,1032.949155818815,439.114382657855,0,21,1472.0635384767083,439.11438265789343,0.003033176574313897
