entry_date,expiry,nominal_expiry,entry_spot,entry_dte,sigma_h,rv21,rv63,vix_entry,vix3m_entry,long_put,short_put,short_call,long_call,width,credit_mid,credit_net,credit_usd,max_loss_usd,contracts,equity_at_entry,exit_date,exit_dte,exit_spot,exit_debit_net,exit_reason,days_held,pnl_usd,mae_usd,mfe_usd,min_low,max_high,put_touch,call_touch,put_finish,call_finish,same_expiry_reentry
2005-01-04,2005-02-18,2005-02-18,1188.050048828125,45,0.049087055526741606,0.09438099623478312,0.10542199867817534,13.979999542236328,,1055.0,1070.0,1275.0,1290.0,15.0,1.242358354292012,0.842358354292012,758.1225188628108,12741.87748113719,9,400025.5191878801,2005-01-28,21,1171.3599853515625,0.6316025241714999,dte_exit,17,99.68024710846089,-635.6707875295567,189.6802471084609,1163.75,1195.97998046875,False,False,False,False,False
2005-02-01,2005-03-18,2005-03-18,1189.4100341796875,45,0.04224014908548278,0.10376449809482914,0.09889238901402998,12.029999732971191,,1075.0,1090.0,1265.0,1280.0,15.0,1.1991778024285686,0.7991778024285686,719.2600221857118,12780.739977814288,9,400855.1930878984,2005-02-25,21,1211.3699951171875,0.8678093572616149,dte_exit,17,-151.76839934974166,-724.6278353470367,104.98014267859705,1184.1600341796875,1212.43994140625,False,False,False,False,False
2005-03-01,2005-04-15,2005-04-15,1210.4100341796875,45,0.0422752622332994,0.10571540200210226,0.09919450667239377,12.039999961853027,,1095.0,1110.0,1285.0,1300.0,15.0,1.2982131949391515,0.8982131949391515,808.3918754452363,12691.608124554765,9,401500.21944761527,2005-03-28,18,1174.280029296875,1.0579012653772955,dte_exit,18,-233.71926339432952,-1018.8037228124908,0.0,1168.699951171875,1229.1099853515625,False,False,False,False,False
2005-04-05,2005-05-20,2005-05-20,1181.3900146484375,45,0.04803368788083569,0.0973194815491045,0.10117279150221864,13.68000030517578,,1055.0,1070.0,1265.0,1280.0,15.0,1.3089539788432774,0.9089539788432773,818.0585809589496,12681.941419041052,9,402342.1890839528,2005-04-29,21,1156.8499755859375,0.9297033380804466,dte_exit,18,-108.67442331345232,-1103.9047091562386,0.0,1136.1500244140625,1191.8800048828125,False,False,False,False,False
2005-05-03,2005-06-17,2005-06-17,1161.1700439453125,45,0.0527367069959528,0.15019420736304465,0.11905584438688213,14.529999732971191,,1025.0,1040.0,1255.0,1270.0,15.0,1.097319832124576,0.697319832124576,627.5878489121185,12872.412151087881,9,403112.16494578175,2005-05-27,21,1198.780029296875,0.828471601908488,dte_exit,18,-208.03659280552077,-827.9959685866825,0.0,1146.1800537109375,1199.56005859375,False,False,False,False,False
2005-05-31,2005-07-15,2005-07-15,1191.5,45,0.04666430525315429,0.10136514136006747,0.11940412276863217,13.289999961853027,,1065.0,1080.0,1275.0,1290.0,15.0,1.2284069172938885,0.8284069172938885,745.5662255644996,12754.433774435502,9,403797.7616742933,2005-06-24,21,1191.5699462890625,0.5509156474363301,dte_exit,18,159.74214287180249,-684.0057927864209,249.74214287180249,1191.030029296875,1219.5899658203125,False,False,False,False,False
2005-07-05,2005-08-19,2005-08-19,1204.989990234375,45,0.04101121904906785,0.0788088336030047,0.11463996959862205,11.68000030517578,,1090.0,1105.0,1280.0,1295.0,15.0,1.154539741154231,0.7545397411542311,679.085767038808,12820.914232961193,9,405135.86138582043,2005-07-29,21,1234.1800537109375,1.2944219464535798,dte_exit,18,-575.8939847694139,-881.3647230004383,0.0,1183.550048828125,1245.1500244140625,False,False,False,False,False
2005-08-02,2005-09-16,2005-09-16,1244.1199951171875,45,0.04125700438663602,0.08789335507523857,0.09017876359207898,11.75,,1125.0,1140.0,1320.0,1335.0,15.0,1.2355329734132674,0.8355329734132674,835.5329734132674,14164.467026586733,10,405584.6064241852,2005-08-26,21,1205.0999755859375,1.2114103376772947,dte_exit,18,-475.8773642640273,-807.1304651001896,0.0,1204.22998046875,1245.8599853515625,False,False,False,False,False
2005-09-06,2005-10-21,2005-10-21,1233.3900146484375,45,0.045400262068922746,0.09377797810380967,0.0880726694873506,12.93000030517578,,1105.0,1120.0,1315.0,1330.0,15.0,1.3069912403095394,0.9069912403095394,906.9912403095394,14093.00875969046,10,406472.7807707758,2005-09-30,21,1228.81005859375,0.5614335732638216,dte_exit,18,245.55766704571784,-699.1701818002405,345.55766704571784,1205.3499755859375,1243.1300048828125,False,False,False,False,False
2005-10-04,2005-11-18,2005-11-18,1214.469970703125,45,0.046348293619952886,0.09730071047061899,0.08899691990315768,13.199999809265137,,1085.0,1100.0,1300.0,1315.0,15.0,1.1943412039559647,0.7943412039559646,794.3412039559646,14205.658796044036,10,407810.1672986705,2005-10-28,21,1198.4100341796875,0.7442483140937687,dte_exit,18,-49.90711013780405,-1087.3589666523253,50.09288986219595,1168.199951171875,1214.469970703125,False,False,False,False,False
2005-11-01,2005-12-16,2005-12-16,1202.760009765625,45,0.05297107396450604,0.15086168478207718,0.11248548047116858,14.850000381469728,,1060.0,1075.0,1300.0,1315.0,15.0,1.1785028324362692,0.7785028324362692,778.5028324362692,14221.497167563732,10,408944.9639944431,2005-11-25,21,1268.25,2.288113575729975,dte_exit,17,-1609.6107432937056,-1509.6107432937056,0.0,1201.0699462890625,1270.6400146484375,False,False,False,False,False
2005-12-06,2006-01-20,2006-01-20,1263.699951171875,45,0.04044942207829828,0.07965738945207644,0.11013749433834888,11.520000457763672,,1145.0,1160.0,1340.0,1355.0,15.0,1.219460546239457,0.819460546239457,819.460546239457,14180.539453760543,10,408890.8238986563,2005-12-30,21,1248.2900390625,0.7137555414394534,dte_exit,17,5.70500480000355,-832.3547979704308,157.3497212256566,1246.5899658203125,1275.800048828125,False,False,False,False,False
2006-01-03,2006-02-17,2006-02-17,1268.800048828125,45,0.039115152598433504,0.08334616140729625,0.11097670647124898,11.140000343322754,,1155.0,1170.0,1345.0,1360.0,15.0,1.1596134664236288,0.7596134664236288,759.6134664236288,14240.386533576373,10,410143.78445541614,2006-01-27,21,1283.719970703125,0.9213977382758621,dte_exit,17,-261.7842718522333,-1457.6485611310543,0.0,1259.4200439453125,1294.9000244140625,False,False,False,False,False
2006-01-31,2006-03-17,2006-03-17,1280.0799560546875,45,0.04547048501598191,0.11112907756594692,0.08852393488921464,12.949999809265137,,1150.0,1165.0,1365.0,1380.0,15.0,1.3649807520335102,0.9649807520335102,964.9807520335103,14035.019247966491,10,411242.99862642976,2006-02-24,21,1289.4300537109375,0.564711994285597,dte_exit,17,300.2687577479131,-618.8461102404573,400.2687577479131,1253.6099853515625,1294.1700439453125,False,False,False,False,False
2006-03-07,2006-04-21,2006-04-21,1275.8800048828125,45,0.044452227169318535,0.0907951032674699,0.09092916190062912,12.65999984741211,,1145.0,1160.0,1360.0,1375.0,15.0,1.274360052450632,0.874360052450632,874.360052450632,14125.639947549369,10,413335.8643935467,2006-03-31,21,1294.8699951171875,0.6799120939148638,dte_exit,18,94.44795853576812,-1507.5960043378975,194.44795853576812,1268.4200439453125,1310.8800048828125,False,False,False,False,False
2006-04-04,2006-05-19,2006-05-19,1305.9300537109375,45,0.039115152598433504,0.07468813831459782,0.08860442261899401,11.140000343322754,,1190.0,1205.0,1385.0,1400.0,15.0,1.1646393937648973,0.7646393937648973,764.6393937648974,14235.360606235103,10,414896.33623849635,2006-04-28,21,1310.6099853515625,0.6853745143058504,dte_exit,17,-20.735120540953076,-914.536637936002,79.26487945904692,1280.739990234375,1318.1600341796875,False,False,False,False,False
2006-05-02,2006-06-16,2006-06-16,1313.2099609375,45,0.04209969984279038,0.08929373612769503,0.08606694759363417,11.989999771118164,,1190.0,1205.0,1395.0,1410.0,15.0,1.3272345326731312,0.9272345326731312,927.2345326731312,14072.76546732687,10,416376.6372668425,2006-05-26,21,1280.1600341796875,1.141254195461205,dte_exit,18,-314.0196627880738,-1619.096962857369,0.0,1245.3399658203125,1326.699951171875,False,False,False,False,False
2006-06-06,2006-07-21,2006-07-21,1263.8499755859375,45,0.06088480530719897,0.1394794769341674,0.10745252683902586,17.34000015258789,,1095.0,1110.0,1380.0,1395.0,15.0,1.3426063780515278,0.9426063780515278,942.6063780515278,14057.393621948471,10,417988.64325069846,2006-06-29,22,1272.8699951171875,0.4624408632144391,profit_target,17,380.16551483708866,-1471.8844671799286,480.16551483708866,1219.2900390625,1272.8800048828125,False,False,False,False,False
2006-07-05,2006-08-18,2006-08-18,1270.9100341796875,44,0.05120766874986312,0.14748746084301181,0.12901759889975342,14.149999618530272,,1125.0,1140.0,1370.0,1385.0,15.0,1.0975394032154817,0.6975394032154817,697.5394032154817,14302.46059678452,10,420006.11011568387,2006-07-28,21,1278.550048828125,0.6226456027113066,dte_exit,17,-25.106199495824953,-1066.4129014683015,74.89380050417505,1224.5400390625,1280.4200439453125,False,False,False,False,False
2006-08-01,2006-09-15,2006-09-15,1270.9200439453125,45,0.05284407862876777,0.1357218475130544,0.14025090952083943,15.050000190734863,15.390000343322754,1120.0,1135.0,1370.0,1385.0,15.0,1.4127134952177514,1.0127134952177514,1012.7134952177515,13987.286504782249,10,421552.2501402211,2006-08-25,21,1295.0899658203125,0.5201336409423388,dte_exit,18,392.57985427541263,-819.8268956309987,492.57985427541263,1261.300048828125,1302.489990234375,False,False,False,False,False
2006-09-05,2006-10-20,2006-10-20,1313.25,45,0.04434689107444276,0.07190380412861966,0.11969173340801162,12.630000114440918,13.359999656677246,1180.0,1195.0,1400.0,1415.0,15.0,1.4140795401110466,1.0140795401110467,1014.0795401110468,13985.920459888952,10,423996.30379029596,2006-09-29,21,1335.8499755859375,0.6768985765931582,dte_exit,18,237.18096351788853,-795.363955057435,337.18096351788853,1290.9300537109375,1340.280029296875,False,False,False,False,False
2006-10-03,2006-11-17,2006-11-17,1334.1099853515625,45,0.04297750844676136,0.07841397541825672,0.09635452016320116,12.239999771118164,13.5,1205.0,1220.0,1420.0,1435.0,15.0,1.51711225118612,1.11711225118612,1117.1122511861201,13882.88774881388,10,425832.0815541808,2006-10-27,21,1377.3399658203125,1.5639288890425598,dte_exit,18,-546.8166378564398,-1591.2155244872417,0.0,1331.47998046875,1389.449951171875,False,False,False,False,False
2006-10-31,2006-12-15,2006-12-15,1377.93994140625,45,0.03897470335574112,0.06918933800194987,0.0723783293098819,11.100000381469728,11.399999618530272,1250.0,1270.0,1460.0,1480.0,20.0,1.5511094046917968,1.151109404691797,805.7765832842579,13194.22341671574,7,426931.02010827017,2006-11-24,21,1400.949951171875,0.7041950541226615,dte_exit,17,242.8400453983948,-510.2501350738921,312.8400453983948,1360.97998046875,1407.8900146484375,False,False,False,False,False
2006-12-05,2007-01-19,2007-01-19,1414.760009765625,45,0.039571613474327305,0.08482066153886066,0.07578415464505249,11.270000457763672,12.4399995803833,1285.0,1305.0,1500.0,1520.0,20.0,1.8348990236402472,1.4348990236402472,1147.9192189121977,14852.080781087801,8,429244.67326453613,2006-12-26,24,1416.9000244140625,0.6932436212355978,profit_target,14,513.3243219237196,-801.4717452083993,593.3243219237196,1403.6700439453125,1431.81005859375,False,False,False,False,False
2007-01-03,2007-02-16,2007-02-16,1416.5999755859375,44,0.041802898108822324,0.0665408351246023,0.07335647836994885,12.039999961853027,13.380000114440918,1280.0,1300.0,1505.0,1525.0,20.0,1.9458119899579387,1.5458119899579388,1236.649591966351,14763.350408033648,8,431451.46158896736,2007-01-22,25,1422.949951171875,0.6587901854914441,profit_target,12,629.6174435731957,-472.73830284033454,709.6174435731957,1403.969970703125,1435.27001953125,False,False,False,False,False
2007-01-30,2007-03-16,2007-03-16,1428.8199462890625,45,0.03848312933203069,0.07362180487204713,0.07582526016128353,10.960000038146973,11.600000381469728,1300.0,1320.0,1510.0,1530.0,20.0,1.8028437341606462,1.4028437341606463,1122.274987328517,14877.725012671483,8,433707.6256345977,2007-02-23,21,1451.18994140625,0.7768550898902827,dte_exit,17,420.7909154162909,-1038.819155223998,500.7909154162909,1424.780029296875,1461.5699462890625,False,False,False,False,False
2007-03-08,2007-04-20,2007-04-20,1401.8900146484375,43,0.0538997481032816,0.1570358971436061,0.10591898150255614,14.289999961853027,14.300000190734863,1230.0,1250.0,1515.0,1535.0,20.0,1.2196299405435127,0.8196299405435127,573.7409583804589,13426.25904161954,7,436389.6062037096,2007-03-30,21,1420.8599853515625,0.7398635679905216,dte_exit,16,-14.163539212906208,-837.6226027954564,55.83646078709379,1363.97998046875,1438.8900146484375,False,False,False,False,False
2007-04-03,2007-05-18,2007-05-18,1437.77001953125,45,0.04726121537174048,0.13067674168525423,0.12176219401207679,13.460000038146973,14.239999771118164,1280.0,1300.0,1540.0,1560.0,20.0,1.7913482822177542,1.3913482822177543,1113.0786257742034,14886.921374225796,8,437941.9499853698,2007-04-27,21,1494.0699462890625,2.6881756975561495,dte_exit,17,-1117.4619322707163,-1673.5388043260925,0.0,1433.9100341796875,1498.02001953125,False,False,False,False,False
