month,month_end,equity,cash,open_mark,cash_pnl,realised_premium_pnl,filter_active_days,trading_days,total_pnl,premium_pnl,total_return
2005-01,2005-01-31,400827.4926567136,400827.4926567136,0.0,727.8124096051394,99.68024710846089,0,20,827.4926567135844,99.68024710844509,0.002068731641783961
2005-02,2005-02-28,401469.7802619351,401469.7802619351,0.0,794.0560045712094,-151.76839934974166,0,19,642.2876052214997,-151.76839934970974,0.0016024040690531755
2005-03,2005-03-31,402188.57215737255,402188.57215737255,0.0,952.5111588316803,-233.71926339432952,0,22,718.7918954374618,-233.7192633942185,0.0017904009984723954
2005-04,2005-04-29,402984.0710648104,402984.0710648104,0.0,904.1733307514044,-108.67442331345232,0,21,795.4989074378391,-108.67442331356528,0.0019779251886017485
2005-05,2005-05-31,403032.7616742933,404498.32789985783,-1465.5662255644997,1021.7272022886135,-208.03659280552077,0,21,48.690609482931904,-973.0365928056816,0.00012082514664730055
2005-06,2005-06-30,404961.23218827526,404961.23218827526,0.0,1003.7283711100308,159.74214287180249,0,22,1928.4705139819416,924.7421428719108,0.004784897649438273
2005-07,2005-07-29,405432.6835184204,405432.6835184204,0.0,1047.3453149145544,-575.8939847694139,0,20,471.4513301451225,-575.8939847694319,0.0011641887980179163
2005-08,2005-08-31,406241.97174874396,406241.97174874396,0.0,1285.1655945875327,-475.8773642640273,0,23,809.288230323582,-475.87736426395077,0.0019961099911838085
2005-09,2005-09-30,407651.47101916786,407651.47101916786,0.0,1163.9416033781508,245.55766704571784,0,21,1409.4992704238975,245.5576670457467,0.003469605231474351
2005-10,2005-10-31,408900.55894007353,408900.55894007353,0.0,1298.9950310433283,-49.90711013780405,0,21,1249.087920905673,-49.90711013765531,0.003064107478338869
2005-11,2005-11-30,408623.9279091391,408623.9279091391,0.0,1332.979712359171,-1609.6107432937056,0,21,-276.63103093445534,-1609.6107432936262,-0.0006765239735830173
2005-12,2005-12-30,409961.071586176,409961.071586176,0.0,1331.4386722369281,5.70500480000355,0,21,1337.1436770369182,5.705004799990093,0.0032723088045256204
2006-01,2006-01-31,410392.99862642976,412157.9793784633,-1764.9807520335103,1543.7113121059488,-261.7842718522333,0,20,431.9270402537659,-1111.7842718521829,0.0010535806206735717
2006-02,2006-02-28,412972.39881929447,412972.39881929447,0.0,1429.131435116817,300.2687577479131,0,19,2579.400192864705,1150.2687577478878,0.006285195413902923
2006-03,2006-03-31,414686.46990028425,414686.46990028425,0.0,1619.6231224539674,94.44795853576812,0,23,1714.0710809897864,94.447958535819,0.004150570560866509
2006-04,2006-04-28,416159.7063304679,416159.7063304679,0.0,1493.9715507245376,-20.735120540953076,0,19,1473.236430183635,-20.73512054090247,0.0035526513091635
2006-05,2006-05-31,417658.80092505243,417658.80092505243,0.0,1813.1142573726133,-314.0196627880738,0,22,1499.0945945845451,-314.0196627880682,0.00360220985304649
2006-06,2006-06-30,419718.23182088975,419718.23182088975,0.0,1679.2653810002612,380.16551483708866,0,22,2059.430895837315,380.1655148370537,0.004930893090905735
2006-07,2006-07-31,421493.6879172975,421493.6879172975,0.0,1800.562295903524,-25.106199495824953,5,20,1775.4560964077245,-25.1061994957995,0.0042301143047924145
2006-08,2006-08-31,423706.2865584715,423706.2865584715,0.0,1820.0187868987168,392.57985427541263,0,23,2212.5986411740305,392.57985427531366,0.00524942295602816
