EXPIRE_DATE,rows,first_quote,last_quote,file
2019-02-11,2404,2019-01-04,2019-01-31,spx_eod_201901.txt
2019-02-13,1863,2019-01-08,2019-01-31,spx_eod_201901.txt
2019-02-15,6309,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-02-19,1553,2019-01-11,2019-01-31,spx_eod_201901.txt
2019-02-20,1300,2019-01-15,2019-01-31,spx_eod_201901.txt
2019-02-22,4123,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-02-25,966,2019-01-18,2019-01-31,spx_eod_201901.txt
2019-02-27,842,2019-01-22,2019-01-31,spx_eod_201901.txt
2019-02-28,4956,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-03-01,3300,2019-01-03,2019-01-31,spx_eod_201901.txt
2019-03-04,499,2019-01-25,2019-01-31,spx_eod_201901.txt
2019-03-06,303,2019-01-29,2019-01-31,spx_eod_201901.txt
2019-03-08,2237,2019-01-10,2019-01-31,spx_eod_201901.txt
2019-03-15,6279,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-03-22,829,2019-01-24,2019-01-31,spx_eod_201901.txt
2019-03-29,5806,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-04-05,145,2019-01-31,2019-01-31,spx_eod_201901.txt
2019-04-18,5212,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-04-30,2782,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-05-17,1809,2019-01-22,2019-01-31,spx_eod_201901.txt
2019-05-31,2709,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-06-21,2037,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-06-28,4341,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-09-20,2037,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-09-30,2541,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-12-20,2373,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-12-31,1673,2019-01-02,2019-01-31,spx_eod_201901.txt
2020-01-17,1995,2019-01-02,2019-01-31,spx_eod_201901.txt
2020-03-20,1759,2019-01-02,2019-01-31,spx_eod_201901.txt
2020-06-19,2058,2019-01-02,2019-01-31,spx_eod_201901.txt
2020-12-18,2352,2019-01-02,2019-01-31,spx_eod_201901.txt
2021-12-17,1736,2019-01-02,2019-01-31,spx_eod_201901.txt
2019-02-01,259,2019-02-01,2019-02-01,spx_eod_201902.txt
2019-02-04,315,2019-02-01,2019-02-04,spx_eod_201902.txt
2019-02-06,621,2019-02-01,2019-02-06,spx_eod_201902.txt
2019-02-08,1349,2019-02-01,2019-02-08,spx_eod_201902.txt
2019-02-11,1098,2019-02-01,2019-02-11,spx_eod_201902.txt
2019-02-13,1275,2019-02-01,2019-02-13,spx_eod_201902.txt
2019-02-15,3311,2019-02-01,2019-02-15,spx_eod_201902.txt
2019-02-19,1722,2019-02-01,2019-02-19,spx_eod_201902.txt
2019-02-20,1810,2019-02-01,2019-02-20,spx_eod_201902.txt
2019-02-22,3596,2019-02-01,2019-02-22,spx_eod_201902.txt
2019-02-25,2143,2019-02-01,2019-02-25,spx_eod_201902.txt
2019-02-27,2407,2019-02-01,2019-02-27,spx_eod_201902.txt
2019-02-28,4487,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-01,4129,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-04,2505,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-06,2407,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-08,3825,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-11,2247,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-13,1927,2019-02-05,2019-02-28,spx_eod_201902.txt
2019-03-15,5816,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-18,1615,2019-02-08,2019-02-28,spx_eod_201902.txt
2019-03-20,1381,2019-02-12,2019-02-28,spx_eod_201902.txt
2019-03-22,3429,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-25,525,2019-02-22,2019-02-28,spx_eod_201902.txt
2019-03-27,318,2019-02-26,2019-02-28,spx_eod_201902.txt
2019-03-29,5263,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-04-05,3068,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-04-12,2257,2019-02-07,2019-02-28,spx_eod_201902.txt
2019-04-18,5329,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-04-26,867,2019-02-21,2019-02-28,spx_eod_201902.txt
2019-04-30,3430,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-05-03,142,2019-02-28,2019-02-28,spx_eod_201902.txt
2019-05-17,4626,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-05-31,2460,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-06-21,2903,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-06-28,4437,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-07-19,618,2019-02-19,2019-02-28,spx_eod_201902.txt
2019-07-31,1737,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-08-16,618,2019-02-19,2019-02-28,spx_eod_201902.txt
2019-09-20,1843,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-09-30,2299,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-12-20,2147,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-12-31,1600,2019-02-01,2019-02-28,spx_eod_201902.txt
2020-01-17,1805,2019-02-01,2019-02-28,spx_eod_201902.txt
2020-03-20,1684,2019-02-01,2019-02-28,spx_eod_201902.txt
2020-06-19,1862,2019-02-01,2019-02-28,spx_eod_201902.txt
2020-12-18,2128,2019-02-01,2019-02-28,spx_eod_201902.txt
2021-12-17,1703,2019-02-01,2019-02-28,spx_eod_201902.txt
2019-03-04,149,2019-03-04,2019-03-04,spx_eod_201903.txt
2019-03-06,426,2019-03-04,2019-03-06,spx_eod_201903.txt
2019-03-08,1070,2019-03-04,2019-03-08,spx_eod_201903.txt
2019-03-11,835,2019-03-04,2019-03-11,spx_eod_201903.txt
2019-03-13,1104,2019-03-04,2019-03-13,spx_eod_201903.txt
2019-03-15,3120,2019-03-04,2019-03-15,spx_eod_201903.txt
2019-03-18,1530,2019-03-04,2019-03-18,spx_eod_201903.txt
2019-03-20,1817,2019-03-04,2019-03-20,spx_eod_201903.txt
2019-03-22,3153,2019-03-04,2019-03-22,spx_eod_201903.txt
2019-03-25,2207,2019-03-04,2019-03-25,spx_eod_201903.txt
2019-03-27,2436,2019-03-04,2019-03-27,spx_eod_201903.txt
2019-03-29,5540,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-01,2428,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-03,2356,2019-03-05,2019-03-29,spx_eod_201903.txt
2019-04-05,4012,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-08,1982,2019-03-08,2019-03-29,spx_eod_201903.txt
2019-04-10,1715,2019-03-12,2019-03-29,spx_eod_201903.txt
2019-04-12,4172,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-15,1279,2019-03-15,2019-03-29,spx_eod_201903.txt
2019-04-17,1041,2019-03-19,2019-03-29,spx_eod_201903.txt
2019-04-18,5969,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-22,645,2019-03-22,2019-03-29,spx_eod_201903.txt
2019-04-24,419,2019-03-26,2019-03-29,spx_eod_201903.txt
2019-04-26,3544,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-29,103,2019-03-29,2019-03-29,spx_eod_201903.txt
2019-04-30,3857,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-05-03,3231,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-05-10,2718,2019-03-07,2019-03-29,spx_eod_201903.txt
2019-05-17,5255,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-05-24,1049,2019-03-21,2019-03-29,spx_eod_201903.txt
2019-05-31,3784,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-06-21,5209,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-06-28,4901,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-07-19,3074,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-07-31,2068,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-08-16,1667,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-08-30,1929,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-09-20,1940,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-09-30,2438,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-12-20,2260,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-12-31,1736,2019-03-04,2019-03-29,spx_eod_201903.txt
2020-01-17,1900,2019-03-04,2019-03-29,spx_eod_201903.txt
2020-03-20,1845,2019-03-04,2019-03-29,spx_eod_201903.txt
2020-03-31,829,2019-03-18,2019-03-29,spx_eod_201903.txt
2020-06-19,1960,2019-03-04,2019-03-29,spx_eod_201903.txt
2020-12-18,2240,2019-03-04,2019-03-29,spx_eod_201903.txt
2021-12-17,1865,2019-03-04,2019-03-29,spx_eod_201903.txt
2019-04-01,140,2019-04-01,2019-04-01,spx_eod_201904.txt
2019-04-03,428,2019-04-01,2019-04-03,spx_eod_201904.txt
2019-04-05,1047,2019-04-01,2019-04-05,spx_eod_201904.txt
2019-04-08,870,2019-04-01,2019-04-08,spx_eod_201904.txt
2019-04-10,1170,2019-04-01,2019-04-10,spx_eod_201904.txt
2019-04-12,2283,2019-04-01,2019-04-12,spx_eod_201904.txt
2019-04-15,1608,2019-04-01,2019-04-15,spx_eod_201904.txt
2019-04-17,1758,2019-04-01,2019-04-16,spx_eod_201904.txt
2019-04-18,3722,2019-04-01,2019-04-16,spx_eod_201904.txt
2019-04-21,1262,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-04-22,665,2019-04-01,2019-04-22,spx_eod_201904.txt
2019-04-23,1244,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-04-24,909,2019-04-01,2019-04-24,spx_eod_201904.txt
2019-04-25,1909,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-04-26,1911,2019-04-01,2019-04-26,spx_eod_201904.txt
2019-04-28,1174,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-04-29,3190,2019-04-01,2019-04-29,spx_eod_201904.txt
2019-04-30,3402,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-01,1349,2019-04-02,2019-04-30,spx_eod_201904.txt
2019-05-02,1837,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-05-03,2259,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-05,893,2019-04-05,2019-04-16,spx_eod_201904.txt
2019-05-06,1095,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-05-07,644,2019-04-09,2019-04-16,spx_eod_201904.txt
2019-05-08,1095,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-05-09,1767,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-05-10,2153,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-12,320,2019-04-12,2019-04-16,spx_eod_201904.txt
2019-05-13,1028,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-05-14,107,2019-04-16,2019-04-16,spx_eod_201904.txt
2019-05-15,904,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-05-16,2503,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-05-17,5585,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-20,887,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-05-22,651,2019-04-23,2019-04-30,spx_eod_201904.txt
2019-05-23,1469,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-05-24,2045,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-28,328,2019-04-26,2019-04-30,spx_eod_201904.txt
2019-05-29,110,2019-04-30,2019-04-30,spx_eod_201904.txt
2019-05-30,1854,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-05-31,2298,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-06-06,1427,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-06-07,1326,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-06-13,601,2019-04-11,2019-04-16,spx_eod_201904.txt
2019-06-14,1246,2019-04-18,2019-04-30,spx_eod_201904.txt
2019-06-20,2451,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-06-21,5455,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-06-27,2315,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-06-28,2845,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-07-05,602,2019-04-25,2019-04-30,spx_eod_201904.txt
2019-07-18,2278,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-07-19,5067,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-07-30,1005,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-07-31,1240,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-08-15,772,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-08-16,2817,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-08-29,960,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-08-30,1185,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-09-19,873,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-09-20,1067,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-09-29,1874,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-09-30,2298,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-10-18,563,2019-04-22,2019-04-30,spx_eod_201904.txt
2019-12-19,1017,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-12-20,1243,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-12-30,799,2019-04-04,2019-04-16,spx_eod_201904.txt
2019-12-31,978,2019-04-01,2019-04-30,spx_eod_201904.txt
2020-01-16,856,2019-04-04,2019-04-16,spx_eod_201904.txt
2020-01-17,1055,2019-04-01,2019-04-30,spx_eod_201904.txt
2020-03-19,854,2019-04-04,2019-04-16,spx_eod_201904.txt
2020-03-20,1052,2019-04-01,2019-04-30,spx_eod_201904.txt
2020-03-30,774,2019-04-04,2019-04-16,spx_eod_201904.txt
2020-03-31,948,2019-04-01,2019-04-30,spx_eod_201904.txt
2020-06-18,882,2019-04-04,2019-04-16,spx_eod_201904.txt
2020-06-19,1078,2019-04-01,2019-04-30,spx_eod_201904.txt
2020-12-18,2240,2019-04-01,2019-04-30,spx_eod_201904.txt
2021-12-17,1926,2019-04-01,2019-04-30,spx_eod_201904.txt
2019-05-01,148,2019-05-01,2019-05-01,spx_eod_201905.txt
2019-05-03,430,2019-05-01,2019-05-02,spx_eod_201905.txt
2019-05-06,576,2019-05-01,2019-05-06,spx_eod_201905.txt
2019-05-08,866,2019-05-01,2019-05-08,spx_eod_201905.txt
2019-05-10,1688,2019-05-01,2019-05-10,spx_eod_201905.txt
2019-05-13,1295,2019-05-01,2019-05-13,spx_eod_201905.txt
2019-05-15,1605,2019-05-01,2019-05-15,spx_eod_201905.txt
2019-05-17,3504,2019-05-01,2019-05-16,spx_eod_201905.txt
2019-05-20,2082,2019-05-01,2019-05-20,spx_eod_201905.txt
2019-05-22,2352,2019-05-01,2019-05-22,spx_eod_201905.txt
2019-05-24,3547,2019-05-01,2019-05-23,spx_eod_201905.txt
2019-05-28,2551,2019-05-01,2019-05-28,spx_eod_201905.txt
2019-05-29,2603,2019-05-01,2019-05-29,spx_eod_201905.txt
2019-05-31,4680,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-06-03,2603,2019-05-03,2019-05-31,spx_eod_201905.txt
2019-06-05,2333,2019-05-07,2019-05-31,spx_eod_201905.txt
2019-06-07,4340,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-06-10,1775,2019-05-10,2019-05-31,spx_eod_201905.txt
2019-06-12,1483,2019-05-14,2019-05-31,spx_eod_201905.txt
2019-06-14,4156,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-06-17,1030,2019-05-17,2019-05-31,spx_eod_201905.txt
2019-06-19,827,2019-05-21,2019-05-31,spx_eod_201905.txt
2019-06-21,5901,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-06-24,458,2019-05-28,2019-05-31,spx_eod_201905.txt
2019-06-26,430,2019-05-28,2019-05-31,spx_eod_201905.txt
2019-06-28,5607,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-07-01,102,2019-05-31,2019-05-31,spx_eod_201905.txt
2019-07-03,430,2019-05-28,2019-05-31,spx_eod_201905.txt
2019-07-05,3709,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-07-08,102,2019-05-31,2019-05-31,spx_eod_201905.txt
2019-07-12,3414,2019-05-02,2019-05-31,spx_eod_201905.txt
2019-07-19,5548,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-07-26,2401,2019-05-09,2019-05-31,spx_eod_201905.txt
2019-07-31,2514,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-08-02,778,2019-05-23,2019-05-31,spx_eod_201905.txt
2019-08-16,5433,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-08-30,3751,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-09-20,3309,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-09-30,4589,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-10-18,1771,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-10-31,2073,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-11-15,647,2019-05-20,2019-05-31,spx_eod_201905.txt
2019-12-20,2373,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-12-31,1911,2019-05-01,2019-05-31,spx_eod_201905.txt
2020-01-17,2058,2019-05-01,2019-05-31,spx_eod_201905.txt
2020-03-20,2058,2019-05-01,2019-05-31,spx_eod_201905.txt
2020-03-31,1848,2019-05-01,2019-05-31,spx_eod_201905.txt
2020-06-19,2058,2019-05-01,2019-05-31,spx_eod_201905.txt
2020-12-18,2352,2019-05-01,2019-05-31,spx_eod_201905.txt
2021-12-17,2079,2019-05-01,2019-05-31,spx_eod_201905.txt
2019-06-03,159,2019-06-03,2019-06-03,spx_eod_201906.txt
2019-06-05,480,2019-06-03,2019-06-05,spx_eod_201906.txt
2019-06-07,895,2019-06-03,2019-06-06,spx_eod_201906.txt
2019-06-10,754,2019-06-03,2019-06-10,spx_eod_201906.txt
2019-06-12,1070,2019-06-03,2019-06-12,spx_eod_201906.txt
2019-06-14,2006,2019-06-03,2019-06-14,spx_eod_201906.txt
2019-06-17,1513,2019-06-03,2019-06-17,spx_eod_201906.txt
2019-06-19,1839,2019-06-03,2019-06-19,spx_eod_201906.txt
2019-06-21,3934,2019-06-03,2019-06-21,spx_eod_201906.txt
2019-06-24,2321,2019-06-03,2019-06-24,spx_eod_201906.txt
2019-06-26,2467,2019-06-03,2019-06-26,spx_eod_201906.txt
2019-06-28,5083,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-01,2635,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-03,2631,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-05,4298,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-08,2581,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-10,2456,2019-06-04,2019-06-28,spx_eod_201906.txt
2019-07-12,4249,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-15,1926,2019-06-10,2019-06-28,spx_eod_201906.txt
2019-07-17,1655,2019-06-11,2019-06-28,spx_eod_201906.txt
2019-07-19,5305,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-22,1261,2019-06-14,2019-06-28,spx_eod_201906.txt
2019-07-24,1053,2019-06-18,2019-06-28,spx_eod_201906.txt
2019-07-26,3683,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-29,673,2019-06-21,2019-06-28,spx_eod_201906.txt
2019-07-31,3655,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-08-02,3493,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-08-05,110,2019-06-28,2019-06-28,spx_eod_201906.txt
2019-08-09,2692,2019-06-06,2019-06-28,spx_eod_201906.txt
2019-08-16,5140,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-08-23,1893,2019-06-13,2019-06-28,spx_eod_201906.txt
2019-08-30,3777,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-09-20,5187,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-09-30,4341,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-10-18,2454,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-10-31,2085,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-11-15,1611,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-11-29,1973,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-12-20,2147,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-12-31,1729,2019-06-03,2019-06-28,spx_eod_201906.txt
2020-01-17,1862,2019-06-03,2019-06-28,spx_eod_201906.txt
2020-03-20,1862,2019-06-03,2019-06-28,spx_eod_201906.txt
2020-03-31,1672,2019-06-03,2019-06-28,spx_eod_201906.txt
2020-06-19,1862,2019-06-03,2019-06-28,spx_eod_201906.txt
2020-06-30,445,2019-06-24,2019-06-28,spx_eod_201906.txt
2020-09-18,965,2019-06-17,2019-06-28,spx_eod_201906.txt
2020-12-18,2128,2019-06-03,2019-06-28,spx_eod_201906.txt
2021-06-18,445,2019-06-24,2019-06-28,spx_eod_201906.txt
2021-12-17,1881,2019-06-03,2019-06-28,spx_eod_201906.txt
2019-07-01,154,2019-07-01,2019-07-01,spx_eod_201907.txt
2019-07-03,466,2019-07-01,2019-07-03,spx_eod_201907.txt
2019-07-05,946,2019-07-01,2019-07-05,spx_eod_201907.txt
2019-07-08,792,2019-07-01,2019-07-08,spx_eod_201907.txt
2019-07-10,1118,2019-07-01,2019-07-10,spx_eod_201907.txt
2019-07-12,2178,2019-07-01,2019-07-12,spx_eod_201907.txt
2019-07-15,1523,2019-07-01,2019-07-15,spx_eod_201907.txt
2019-07-17,1815,2019-07-01,2019-07-17,spx_eod_201907.txt
2019-07-19,4110,2019-07-01,2019-07-19,spx_eod_201907.txt
2019-07-22,2145,2019-07-01,2019-07-22,spx_eod_201907.txt
2019-07-24,2394,2019-07-01,2019-07-24,spx_eod_201907.txt
2019-07-26,4272,2019-07-01,2019-07-26,spx_eod_201907.txt
2019-07-29,2712,2019-07-01,2019-07-29,spx_eod_201907.txt
2019-07-31,4678,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-02,4937,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-05,2976,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-07,2858,2019-07-02,2019-07-31,spx_eod_201907.txt
2019-08-09,4391,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-12,2328,2019-07-05,2019-07-31,spx_eod_201907.txt
2019-08-14,2216,2019-07-09,2019-07-31,spx_eod_201907.txt
2019-08-16,6329,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-19,1790,2019-07-12,2019-07-31,spx_eod_201907.txt
2019-08-21,1499,2019-07-16,2019-07-31,spx_eod_201907.txt
2019-08-23,4199,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-26,1082,2019-07-19,2019-07-31,spx_eod_201907.txt
2019-08-28,805,2019-07-23,2019-07-31,spx_eod_201907.txt
2019-08-30,4666,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-09-03,458,2019-07-26,2019-07-31,spx_eod_201907.txt
2019-09-04,224,2019-07-30,2019-07-31,spx_eod_201907.txt
2019-09-06,3264,2019-07-03,2019-07-31,spx_eod_201907.txt
2019-09-13,2387,2019-07-11,2019-07-31,spx_eod_201907.txt
2019-09-20,6412,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-09-27,790,2019-07-25,2019-07-31,spx_eod_201907.txt
2019-09-30,5253,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-10-18,5742,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-10-31,2584,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-11-15,3286,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-11-29,2584,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-12-20,2530,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-12-31,4374,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-01-17,2200,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-03-20,2199,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-03-31,1970,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-06-19,2199,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-06-30,1973,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-09-18,2186,2019-07-01,2019-07-31,spx_eod_201907.txt
2020-12-18,2528,2019-07-01,2019-07-31,spx_eod_201907.txt
2021-06-18,2022,2019-07-01,2019-07-31,spx_eod_201907.txt
2021-12-17,2242,2019-07-01,2019-07-31,spx_eod_201907.txt
2019-08-02,458,2019-08-01,2019-08-02,spx_eod_201908.txt
2019-08-05,450,2019-08-01,2019-08-05,spx_eod_201908.txt
2019-08-07,750,2019-08-01,2019-08-07,spx_eod_201908.txt
2019-08-09,1449,2019-08-01,2019-08-09,spx_eod_201908.txt
2019-08-12,1225,2019-08-01,2019-08-12,spx_eod_201908.txt
2019-08-14,1570,2019-08-01,2019-08-14,spx_eod_201908.txt
2019-08-16,3564,2019-08-01,2019-08-16,spx_eod_201908.txt
2019-08-19,2021,2019-08-01,2019-08-19,spx_eod_201908.txt
2019-08-21,2408,2019-08-01,2019-08-21,spx_eod_201908.txt
2019-08-23,3753,2019-08-01,2019-08-23,spx_eod_201908.txt
2019-08-26,2871,2019-08-01,2019-08-26,spx_eod_201908.txt
2019-08-28,3033,2019-08-01,2019-08-28,spx_eod_201908.txt
2019-08-30,4928,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-03,2971,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-04,3110,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-06,4693,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-09,2623,2019-08-02,2019-08-30,spx_eod_201908.txt
2019-09-11,2258,2019-08-06,2019-08-30,spx_eod_201908.txt
2019-09-13,4288,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-16,1844,2019-08-09,2019-08-30,spx_eod_201908.txt
2019-09-18,1559,2019-08-13,2019-08-30,spx_eod_201908.txt
2019-09-20,6512,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-23,649,2019-08-23,2019-08-30,spx_eod_201908.txt
2019-09-25,965,2019-08-20,2019-08-30,spx_eod_201908.txt
2019-09-27,4187,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-09-30,5368,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-10-02,430,2019-08-27,2019-08-30,spx_eod_201908.txt
2019-10-04,3637,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-10-07,110,2019-08-30,2019-08-30,spx_eod_201908.txt
2019-10-11,2687,2019-08-08,2019-08-30,spx_eod_201908.txt
2019-10-18,5867,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-10-25,1041,2019-08-22,2019-08-30,spx_eod_201908.txt
2019-10-31,3407,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-11-15,5825,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-11-29,2662,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-12-20,3966,2019-08-01,2019-08-30,spx_eod_201908.txt
2019-12-31,4828,2019-08-01,2019-08-30,spx_eod_201908.txt
2020-01-17,2222,2019-08-01,2019-08-30,spx_eod_201908.txt
