EXPIRE_DATE,rows,first_quote,last_quote,file
2016-12-16,1892,2016-03-01,2016-03-31,spx_eod_201603.txt
2016-12-30,1496,2016-03-01,2016-03-31,spx_eod_201603.txt
2017-01-20,2112,2016-03-01,2016-03-31,spx_eod_201603.txt
2017-03-17,576,2016-03-21,2016-03-31,spx_eod_201603.txt
2017-03-31,560,2016-03-21,2016-03-31,spx_eod_201603.txt
2017-06-16,1936,2016-03-01,2016-03-31,spx_eod_201603.txt
2017-12-15,2024,2016-03-01,2016-03-31,spx_eod_201603.txt
2018-12-21,2026,2016-03-01,2016-03-31,spx_eod_201603.txt
2016-04-01,170,2016-04-01,2016-04-01,spx_eod_201604.txt
2016-04-06,352,2016-04-01,2016-04-06,spx_eod_201604.txt
2016-04-08,1104,2016-04-01,2016-04-08,spx_eod_201604.txt
2016-04-13,810,2016-04-01,2016-04-13,spx_eod_201604.txt
2016-04-14,2370,2016-04-01,2016-04-14,spx_eod_201604.txt
2016-04-20,1170,2016-04-01,2016-04-20,spx_eod_201604.txt
2016-04-22,2630,2016-04-01,2016-04-22,spx_eod_201604.txt
2016-04-27,1424,2016-04-05,2016-04-27,spx_eod_201604.txt
2016-04-29,3680,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-04,1163,2016-04-12,2016-04-29,spx_eod_201604.txt
2016-05-06,3620,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-11,801,2016-04-19,2016-04-29,spx_eod_201604.txt
2016-05-13,3614,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-18,360,2016-04-26,2016-04-29,spx_eod_201604.txt
2016-05-19,4550,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-27,3688,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-31,3554,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-06-03,3575,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-06-10,3138,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-06-16,4704,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-06-24,2206,2016-04-07,2016-04-29,spx_eod_201604.txt
2016-06-30,2900,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-07-01,819,2016-04-21,2016-04-29,spx_eod_201604.txt
2016-07-14,2608,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-07-29,2640,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-08-18,884,2016-04-19,2016-04-29,spx_eod_201604.txt
2016-08-31,1252,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-09-16,1745,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-09-30,1287,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-12-16,1720,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-12-30,1360,2016-04-01,2016-04-29,spx_eod_201604.txt
2017-01-20,1920,2016-04-01,2016-04-29,spx_eod_201604.txt
2017-03-17,1440,2016-04-01,2016-04-29,spx_eod_201604.txt
2017-03-31,1400,2016-04-01,2016-04-29,spx_eod_201604.txt
2017-06-16,1760,2016-04-01,2016-04-29,spx_eod_201604.txt
2017-12-15,1840,2016-04-01,2016-04-29,spx_eod_201604.txt
2018-12-21,1860,2016-04-01,2016-04-29,spx_eod_201604.txt
2016-05-04,276,2016-05-02,2016-05-04,spx_eod_201605.txt
2016-05-06,925,2016-05-02,2016-05-06,spx_eod_201605.txt
2016-05-11,712,2016-05-02,2016-05-11,spx_eod_201605.txt
2016-05-13,1810,2016-05-02,2016-05-13,spx_eod_201605.txt
2016-05-18,1170,2016-05-02,2016-05-18,spx_eod_201605.txt
2016-05-19,3234,2016-05-02,2016-05-19,spx_eod_201605.txt
2016-05-25,1496,2016-05-03,2016-05-25,spx_eod_201605.txt
2016-05-27,3820,2016-05-02,2016-05-27,spx_eod_201605.txt
2016-05-31,3759,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-01,1290,2016-05-10,2016-05-31,spx_eod_201605.txt
2016-06-03,3885,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-08,860,2016-05-17,2016-05-31,spx_eod_201605.txt
2016-06-10,3528,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-15,430,2016-05-24,2016-05-31,spx_eod_201605.txt
2016-06-16,5103,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-22,90,2016-05-31,2016-05-31,spx_eod_201605.txt
2016-06-24,3486,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-30,3423,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-07-01,2548,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-07-08,1544,2016-05-05,2016-05-31,spx_eod_201605.txt
2016-07-14,4185,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-07-22,791,2016-05-12,2016-05-31,spx_eod_201605.txt
2016-07-29,3066,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-08-18,2988,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-08-31,1344,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-09-16,2157,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-09-30,1386,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-10-31,1344,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-12-16,1806,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-12-30,1428,2016-05-02,2016-05-31,spx_eod_201605.txt
2017-01-20,2016,2016-05-02,2016-05-31,spx_eod_201605.txt
2017-03-17,1512,2016-05-02,2016-05-31,spx_eod_201605.txt
2017-03-31,1470,2016-05-02,2016-05-31,spx_eod_201605.txt
2017-06-16,1848,2016-05-02,2016-05-31,spx_eod_201605.txt
2017-12-15,1932,2016-05-02,2016-05-31,spx_eod_201605.txt
2018-12-21,1953,2016-05-02,2016-05-31,spx_eod_201605.txt
2016-06-01,86,2016-06-01,2016-06-01,spx_eod_201606.txt
2016-06-03,555,2016-06-01,2016-06-03,spx_eod_201606.txt
2016-06-08,522,2016-06-01,2016-06-08,spx_eod_201606.txt
2016-06-10,1344,2016-06-01,2016-06-10,spx_eod_201606.txt
2016-06-15,955,2016-06-01,2016-06-15,spx_eod_201606.txt
2016-06-16,2916,2016-06-01,2016-06-16,spx_eod_201606.txt
2016-06-22,1446,2016-06-01,2016-06-22,spx_eod_201606.txt
2016-06-24,2988,2016-06-01,2016-06-24,spx_eod_201606.txt
2016-06-29,1220,2016-06-13,2016-06-29,spx_eod_201606.txt
2016-06-30,3586,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-01,3432,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-06,1336,2016-06-13,2016-06-30,spx_eod_201606.txt
2016-07-08,2819,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-13,1166,2016-06-14,2016-06-30,spx_eod_201606.txt
2016-07-14,4626,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-20,742,2016-06-21,2016-06-30,spx_eod_201606.txt
2016-07-22,2934,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-27,258,2016-06-28,2016-06-30,spx_eod_201606.txt
2016-07-29,3608,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-08-05,2298,2016-06-02,2016-06-30,spx_eod_201606.txt
2016-08-12,1690,2016-06-13,2016-06-30,spx_eod_201606.txt
2016-08-18,4307,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-08-26,624,2016-06-23,2016-06-30,spx_eod_201606.txt
2016-08-31,1408,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-09-02,112,2016-06-30,2016-06-30,spx_eod_201606.txt
2016-09-16,3616,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-09-30,2478,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-10-21,968,2016-06-20,2016-06-30,spx_eod_201606.txt
2016-10-31,1408,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-11-30,1452,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-12-16,1892,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-12-30,1496,2016-06-01,2016-06-30,spx_eod_201606.txt
2017-01-20,2112,2016-06-01,2016-06-30,spx_eod_201606.txt
2017-03-17,1584,2016-06-01,2016-06-30,spx_eod_201606.txt
2017-03-31,1540,2016-06-01,2016-06-30,spx_eod_201606.txt
2017-06-16,1936,2016-06-01,2016-06-30,spx_eod_201606.txt
2017-06-30,639,2016-06-20,2016-06-30,spx_eod_201606.txt
2017-12-15,2024,2016-06-01,2016-06-30,spx_eod_201606.txt
2018-06-15,574,2016-06-22,2016-06-30,spx_eod_201606.txt
2018-12-21,2046,2016-06-01,2016-06-30,spx_eod_201606.txt
2016-07-01,156,2016-07-01,2016-07-01,spx_eod_201607.txt
2016-07-06,312,2016-07-01,2016-07-06,spx_eod_201607.txt
2016-07-08,725,2016-07-01,2016-07-08,spx_eod_201607.txt
2016-07-13,792,2016-07-01,2016-07-13,spx_eod_201607.txt
2016-07-14,1899,2016-07-01,2016-07-14,spx_eod_201607.txt
2016-07-20,1321,2016-07-01,2016-07-20,spx_eod_201607.txt
2016-07-22,2292,2016-07-01,2016-07-22,spx_eod_201607.txt
2016-07-27,1880,2016-07-01,2016-07-27,spx_eod_201607.txt
2016-07-29,3765,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-03,1921,2016-07-05,2016-07-29,spx_eod_201607.txt
2016-08-05,3106,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-10,1396,2016-07-12,2016-07-29,spx_eod_201607.txt
2016-08-12,3079,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-17,846,2016-07-19,2016-07-29,spx_eod_201607.txt
2016-08-18,4572,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-24,376,2016-07-26,2016-07-29,spx_eod_201607.txt
2016-08-26,2923,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-31,2450,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-09-02,2905,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-09-09,2403,2016-07-07,2016-07-29,spx_eod_201607.txt
2016-09-16,4595,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-09-23,826,2016-07-21,2016-07-29,spx_eod_201607.txt
2016-09-30,3288,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-10-21,2972,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-10-31,1280,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-11-18,1132,2016-07-18,2016-07-29,spx_eod_201607.txt
2016-11-30,1321,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-12-16,1720,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-12-30,1361,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-01-20,1920,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-03-17,1440,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-03-31,1400,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-06-16,1760,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-06-30,1420,2016-07-01,2016-07-29,spx_eod_201607.txt
2017-12-15,1840,2016-07-01,2016-07-29,spx_eod_201607.txt
2018-06-15,1640,2016-07-01,2016-07-29,spx_eod_201607.txt
2018-12-21,1860,2016-07-01,2016-07-29,spx_eod_201607.txt
2016-08-03,321,2016-08-01,2016-08-03,spx_eod_201608.txt
2016-08-05,795,2016-08-01,2016-08-05,spx_eod_201608.txt
2016-08-10,816,2016-08-01,2016-08-10,spx_eod_201608.txt
2016-08-12,1610,2016-08-01,2016-08-12,spx_eod_201608.txt
2016-08-17,1222,2016-08-01,2016-08-17,spx_eod_201608.txt
2016-08-18,3262,2016-08-01,2016-08-18,spx_eod_201608.txt
2016-08-22,570,2016-08-15,2016-08-22,spx_eod_201608.txt
2016-08-24,1692,2016-08-01,2016-08-24,spx_eod_201608.txt
2016-08-26,3180,2016-08-01,2016-08-26,spx_eod_201608.txt
2016-08-29,1045,2016-08-15,2016-08-29,spx_eod_201608.txt
2016-08-31,3910,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-02,3645,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-06,855,2016-08-19,2016-08-31,spx_eod_201608.txt
2016-09-07,1598,2016-08-09,2016-08-31,spx_eod_201608.txt
2016-09-09,3739,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-12,380,2016-08-26,2016-08-31,spx_eod_201608.txt
2016-09-14,1128,2016-08-16,2016-08-31,spx_eod_201608.txt
2016-09-16,5612,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-21,651,2016-08-23,2016-08-31,spx_eod_201608.txt
2016-09-23,3510,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-28,186,2016-08-30,2016-08-31,spx_eod_201608.txt
2016-09-30,4234,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-10-07,2637,2016-08-05,2016-08-31,spx_eod_201608.txt
2016-10-14,1783,2016-08-11,2016-08-31,spx_eod_201608.txt
2016-10-21,5124,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-10-28,569,2016-08-25,2016-08-31,spx_eod_201608.txt
2016-10-31,1728,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-11-18,3478,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-11-30,1573,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-12-16,2468,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-12-30,1603,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-01-20,2214,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-01-31,1610,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-03-17,1656,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-03-31,1610,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-06-16,2024,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-06-30,1633,2016-08-01,2016-08-31,spx_eod_201608.txt
2017-12-15,2116,2016-08-01,2016-08-31,spx_eod_201608.txt
2018-06-15,1886,2016-08-01,2016-08-31,spx_eod_201608.txt
2018-12-21,2139,2016-08-01,2016-08-31,spx_eod_201608.txt
2016-09-02,318,2016-09-01,2016-09-02,spx_eod_201609.txt
2016-09-06,285,2016-09-01,2016-09-06,spx_eod_201609.txt
2016-09-07,376,2016-09-01,2016-09-07,spx_eod_201609.txt
2016-09-09,978,2016-09-01,2016-09-09,spx_eod_201609.txt
2016-09-12,665,2016-09-01,2016-09-12,spx_eod_201609.txt
2016-09-14,846,2016-09-01,2016-09-14,spx_eod_201609.txt
2016-09-16,2544,2016-09-01,2016-09-16,spx_eod_201609.txt
2016-09-19,1045,2016-09-02,2016-09-19,spx_eod_201609.txt
2016-09-21,1302,2016-09-01,2016-09-21,spx_eod_201609.txt
2016-09-23,2528,2016-09-01,2016-09-23,spx_eod_201609.txt
2016-09-26,1140,2016-09-09,2016-09-26,spx_eod_201609.txt
2016-09-28,1767,2016-09-01,2016-09-28,spx_eod_201609.txt
2016-09-30,3969,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-03,1060,2016-09-16,2016-09-30,spx_eod_201609.txt
2016-10-05,1581,2016-09-08,2016-09-30,spx_eod_201609.txt
2016-10-07,3265,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-10,564,2016-09-23,2016-09-30,spx_eod_201609.txt
2016-10-12,1302,2016-09-13,2016-09-30,spx_eod_201609.txt
2016-10-14,3099,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-17,93,2016-09-30,2016-09-30,spx_eod_201609.txt
2016-10-19,846,2016-09-20,2016-09-30,spx_eod_201609.txt
2016-10-21,4956,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-26,376,2016-09-27,2016-09-30,spx_eod_201609.txt
2016-10-28,2927,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-31,3225,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-11-04,2848,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-11-11,2217,2016-09-08,2016-09-30,spx_eod_201609.txt
2016-11-18,4662,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-11-25,823,2016-09-22,2016-09-30,spx_eod_201609.txt
2016-11-30,1730,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-12-02,242,2016-09-29,2016-09-30,spx_eod_201609.txt
2016-12-16,3878,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-12-30,1937,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-01-20,2415,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-01-31,1470,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-02-28,1470,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-03-17,1544,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-03-31,1470,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-06-16,1848,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-06-30,1491,2016-09-01,2016-09-30,spx_eod_201609.txt
2017-09-15,896,2016-09-19,2016-09-30,spx_eod_201609.txt
2017-09-29,740,2016-09-19,2016-09-30,spx_eod_201609.txt
2017-12-15,1932,2016-09-01,2016-09-30,spx_eod_201609.txt
2018-01-19,1440,2016-09-12,2016-09-30,spx_eod_201609.txt
2018-06-15,1722,2016-09-01,2016-09-30,spx_eod_201609.txt
2018-12-21,1953,2016-09-01,2016-09-30,spx_eod_201609.txt
2016-10-03,100,2016-10-03,2016-10-03,spx_eod_201610.txt
2016-10-05,279,2016-10-03,2016-10-05,spx_eod_201610.txt
2016-10-07,785,2016-10-03,2016-10-07,spx_eod_201610.txt
2016-10-10,564,2016-10-03,2016-10-10,spx_eod_201610.txt
2016-10-12,744,2016-10-03,2016-10-12,spx_eod_201610.txt
2016-10-14,1510,2016-10-03,2016-10-14,spx_eod_201610.txt
2016-10-17,1023,2016-10-03,2016-10-17,spx_eod_201610.txt
2016-10-19,1222,2016-10-03,2016-10-19,spx_eod_201610.txt
2016-10-21,3387,2016-10-03,2016-10-21,spx_eod_201610.txt
2016-10-24,1236,2016-10-07,2016-10-24,spx_eod_201610.txt
2016-10-26,1692,2016-10-03,2016-10-26,spx_eod_201610.txt
2016-10-28,2980,2016-10-03,2016-10-28,spx_eod_201610.txt
2016-10-31,3360,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-02,1880,2016-10-04,2016-10-31,spx_eod_201610.txt
2016-11-04,3171,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-07,1751,2016-10-07,2016-10-31,spx_eod_201610.txt
2016-11-09,1880,2016-10-04,2016-10-31,spx_eod_201610.txt
2016-11-11,3162,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-14,1068,2016-10-14,2016-10-31,spx_eod_201610.txt
2016-11-16,920,2016-10-18,2016-10-31,spx_eod_201610.txt
2016-11-18,4977,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-21,644,2016-10-21,2016-10-31,spx_eod_201610.txt
2016-11-23,465,2016-10-25,2016-10-31,spx_eod_201610.txt
2016-11-25,3092,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-28,178,2016-10-28,2016-10-31,spx_eod_201610.txt
2016-11-30,3176,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-12-02,3001,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-12-09,2454,2016-10-06,2016-10-31,spx_eod_201610.txt
2016-12-16,4926,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-12-23,1566,2016-10-13,2016-10-31,spx_eod_201610.txt
2016-12-30,3036,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-01-20,3603,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-01-31,1470,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-02-17,601,2016-10-24,2016-10-31,spx_eod_201610.txt
2017-02-28,1470,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-03-17,1554,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-03-31,1470,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-06-16,1848,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-06-30,1491,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-09-15,1890,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-09-29,1554,2016-10-03,2016-10-31,spx_eod_201610.txt
2017-12-15,1932,2016-10-03,2016-10-31,spx_eod_201610.txt
2018-01-19,2016,2016-10-03,2016-10-31,spx_eod_201610.txt
2018-06-15,1722,2016-10-03,2016-10-31,spx_eod_201610.txt
2018-12-21,1953,2016-10-03,2016-10-31,spx_eod_201610.txt
2016-11-02,188,2016-11-01,2016-11-02,spx_eod_201611.txt
2016-11-04,604,2016-11-01,2016-11-04,spx_eod_201611.txt
2016-11-07,515,2016-11-01,2016-11-07,spx_eod_201611.txt
2016-11-09,706,2016-11-01,2016-11-09,spx_eod_201611.txt
2016-11-11,1368,2016-11-01,2016-11-11,spx_eod_201611.txt
2016-11-14,962,2016-11-01,2016-11-14,spx_eod_201611.txt
2016-11-16,1200,2016-11-01,2016-11-16,spx_eod_201611.txt
2016-11-18,3170,2016-11-01,2016-11-18,spx_eod_201611.txt
2016-11-21,1476,2016-11-01,2016-11-21,spx_eod_201611.txt
2016-11-23,1693,2016-11-01,2016-11-23,spx_eod_201611.txt
2016-11-25,2793,2016-11-01,2016-11-25,spx_eod_201611.txt
2016-11-28,1819,2016-11-01,2016-11-28,spx_eod_201611.txt
2016-11-30,3425,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-02,3327,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-05,1781,2016-11-04,2016-11-30,spx_eod_201611.txt
2016-12-07,1442,2016-11-08,2016-11-30,spx_eod_201611.txt
2016-12-09,3186,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-12,1167,2016-11-11,2016-11-30,spx_eod_201611.txt
2016-12-14,989,2016-11-15,2016-11-30,spx_eod_201611.txt
2016-12-16,5121,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-19,736,2016-11-18,2016-11-30,spx_eod_201611.txt
2016-12-21,549,2016-11-22,2016-11-30,spx_eod_201611.txt
2016-12-23,2945,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-27,367,2016-11-25,2016-11-30,spx_eod_201611.txt
2016-12-28,186,2016-11-29,2016-11-30,spx_eod_201611.txt
2016-12-30,3586,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-01-06,2821,2016-11-03,2016-11-30,spx_eod_201611.txt
2017-01-13,1998,2016-11-10,2016-11-30,spx_eod_201611.txt
2017-01-20,5212,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-01-27,682,2016-11-23,2016-11-30,spx_eod_201611.txt
2017-01-31,1470,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-02-17,3019,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-02-28,1470,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-03-17,2072,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-03-31,1470,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-04-28,987,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-06-16,1848,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-06-30,1491,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-09-15,1890,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-09-29,1554,2016-11-01,2016-11-30,spx_eod_201611.txt
2017-12-15,1932,2016-11-01,2016-11-30,spx_eod_201611.txt
2018-01-19,2016,2016-11-01,2016-11-30,spx_eod_201611.txt
2018-06-15,1722,2016-11-01,2016-11-30,spx_eod_201611.txt
2018-12-21,1953,2016-11-01,2016-11-30,spx_eod_201611.txt
2016-12-02,318,2016-12-01,2016-12-02,spx_eod_201612.txt
2016-12-05,352,2016-12-01,2016-12-05,spx_eod_201612.txt
2016-12-07,539,2016-12-01,2016-12-07,spx_eod_201612.txt
2016-12-09,1105,2016-12-01,2016-12-09,spx_eod_201612.txt
2016-12-12,799,2016-12-01,2016-12-12,spx_eod_201612.txt
2016-12-14,1053,2016-12-01,2016-12-14,spx_eod_201612.txt
2016-12-16,2815,2016-12-01,2016-12-16,spx_eod_201612.txt
2016-12-19,1394,2016-12-01,2016-12-19,spx_eod_201612.txt
2016-12-21,1584,2016-12-01,2016-12-21,spx_eod_201612.txt
2016-12-23,2688,2016-12-01,2016-12-23,spx_eod_201612.txt
2016-12-27,1938,2016-12-01,2016-12-27,spx_eod_201612.txt
2016-12-28,2063,2016-12-01,2016-12-28,spx_eod_201612.txt
2016-12-30,3967,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-01-03,2187,2016-12-02,2016-12-30,spx_eod_201612.txt
2017-01-04,1976,2016-12-06,2016-12-30,spx_eod_201612.txt
2017-01-06,3557,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-01-09,1563,2016-12-09,2016-12-30,spx_eod_201612.txt
2017-01-11,1325,2016-12-13,2016-12-30,spx_eod_201612.txt
2017-01-13,3369,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-01-17,1000,2016-12-16,2016-12-30,spx_eod_201612.txt
2017-01-18,844,2016-12-20,2016-12-30,spx_eod_201612.txt
2017-01-20,5676,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-01-23,507,2016-12-23,2016-12-30,spx_eod_201612.txt
2017-01-25,416,2016-12-27,2016-12-30,spx_eod_201612.txt
2017-01-27,3185,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-01-30,115,2016-12-30,2016-12-30,spx_eod_201612.txt
2017-01-31,3575,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-02-03,3185,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-02-10,2446,2016-12-08,2016-12-30,spx_eod_201612.txt
2017-02-17,5060,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-02-24,854,2016-12-22,2016-12-30,spx_eod_201612.txt
2017-02-28,2550,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-03-03,286,2016-12-29,2016-12-30,spx_eod_201612.txt
2017-03-17,3875,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-03-31,2389,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-04-21,1017,2016-12-19,2016-12-30,spx_eod_201612.txt
2017-04-28,995,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-05-31,995,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-06-16,1848,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-06-30,1515,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-09-15,1890,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-09-29,1554,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-12-15,1932,2016-12-01,2016-12-30,spx_eod_201612.txt
2017-12-29,457,2016-12-19,2016-12-30,spx_eod_201612.txt
2018-01-19,2016,2016-12-01,2016-12-30,spx_eod_201612.txt
2018-06-15,1722,2016-12-01,2016-12-30,spx_eod_201612.txt
2018-12-21,1953,2016-12-01,2016-12-30,spx_eod_201612.txt
2019-12-20,595,2016-12-21,2016-12-30,spx_eod_201612.txt
2017-01-03,114,2017-01-03,2017-01-03,spx_eod_201701.txt
2017-01-04,226,2017-01-03,2017-01-04,spx_eod_201701.txt
2017-01-06,696,2017-01-03,2017-01-06,spx_eod_201701.txt
2017-01-09,525,2017-01-03,2017-01-09,spx_eod_201701.txt
2017-01-11,714,2017-01-03,2017-01-11,spx_eod_201701.txt
2017-01-13,1485,2017-01-03,2017-01-13,spx_eod_201701.txt
2017-01-17,1006,2017-01-03,2017-01-17,spx_eod_201701.txt
2017-01-18,1184,2017-01-03,2017-01-18,spx_eod_201701.txt
2017-01-20,3536,2017-01-03,2017-01-20,spx_eod_201701.txt
